time;id;text;sentiment
2020-03-08 23:59:36;1236803786657562624;"RT @TheMtVernonKid: In honor of International Women's Day I honor my friend  @GailSimone one of my favorite writers in the industry
Recomme…";1
2020-03-08 23:59:21;1236803726955827201;@domino_sidney That’s my favorite zeppelin tune of all time ✅;1
2020-03-08 23:58:11;1236803432842960898;@HonestToddler The Domino's app sends me so many push notifications! I'm a little ashamed at how often they work.;1
2020-03-08 23:57:56;1236803367420203009;i'm so tired, omg, the finishing of Ch.2 was sponsored by sleep-deprivation, Domino's pizza, me in my pyjamas, a mi… https://t.co/BDPwOOINQB;-1
2020-03-08 23:57:37;1236803288978403328;"In honor of International Women's Day I honor my friend  @GailSimone one of my favorite writers in the industry
Rec… https://t.co/DFHCk7im54";1
2020-03-08 23:57:35;1236803281197903874;@Jon_Domino that's unreal, I did a lesson in my class about the toliet paper market during the coronavirus epidemic 😂;0
2020-03-08 23:57:28;1236803251569332224;RT @crimsonpostgrad: bernie wanted nothing more than a crowded dem field so he could win with 30% of the vote but pete caught on and starte…;1
2020-03-08 23:57:17;1236803206849736704;@unsaltysaltines I mean among other things. You're an incredible person and I'm glad to know you. And to eat Domino's with you.;1
2020-03-08 23:57:06;1236803159579860997;This Domino’s driver was really determined to get somebody their order in under 30 mins because they damn near hit me and ended my life !;1
2020-03-08 23:56:17;1236802955636080640;"@spiritualboost1 I just watched a Domino's commercial and ""Old Time Rock &amp; Roll"" by Bob Seger &amp; The Silver Bullet B… https://t.co/SK1eOTxaHV";1
2020-03-08 23:55:00;1236802629210177538;@TicTocTick It's about oil now too.  $32 a barrel for more than a month or so will cause a domino effect, and it wi… https://t.co/Nlykty1Acv;1
2020-03-08 23:54:53;1236802599942266880;"RT @ClimateBen: ""There is no hope of reefs surviving to even mid-century...when they go, they will take with them...1/3 of the world's mari…";0
2020-03-08 23:54:42;1236802554954211328;Drinking a Voodoo Ranger Juicifer IPA by @newbelgium @ Domino's Pizza — https://t.co/Nkwybcan4K;0
2020-03-08 23:54:23;1236802474218061824;@Jon_Domino Benton’s roommates are eating it!!;0
2020-03-08 23:53:01;1236802130671001603;"RT @superkinta: on the phone with Domino's

Lady: Hello yes you placed an order online?

Lady: Sorry to inform you but we have no deliver…";-1
2020-03-08 23:52:20;1236801960826884103;@unsaltysaltines Domino's is always the answer. #cheesybread;0
2020-03-08 23:49:10;1236801164680847360;why would i do that when i have the domino’s handmade pan pizza at my disposal? https://t.co/6bNrPaVW9J;0
2020-03-08 23:48:36;1236801021462089728;"RT @ClimateBen: ""There is no hope of reefs surviving to even mid-century...when they go, they will take with them...1/3 of the world's mari…";0
2020-03-08 23:48:27;1236800982417166336;RT @crimsonpostgrad: bernie wanted nothing more than a crowded dem field so he could win with 30% of the vote but pete caught on and starte…;1
2020-03-08 23:47:54;1236800845280358402;Riding through I-95 was a nightmare, the infustructure was horrible a 2 say the least, it really need immediate att… https://t.co/tI3ti35aJh;-1
2020-03-08 23:47:27;1236800729253371907;"RT @theprophetpizza: did u know..... Diana Vreeland invented the word ""pizzazz"" when the nattily attired Cecil Beaton fell asleep waiting f…";0
2020-03-08 23:47:05;1236800638178254850;"Sunday Night Metal Thread:

Yes, I am a metalhead. No, I don't like most metal. Saying you like pizza doesn't mean… https://t.co/BgWtgwM2C2";1
2020-03-08 23:45:21;1236800203337789440;I want domino’s:(;0
2020-03-08 23:44:52;1236800080155480065;"RT @superkinta: on the phone with Domino's

Lady: Hello yes you placed an order online?

Lady: Sorry to inform you but we have no deliver…";-1
2020-03-08 23:44:26;1236799973574017024;"RT @superkinta: on the phone with Domino's

Lady: Hello yes you placed an order online?

Lady: Sorry to inform you but we have no deliver…";-1
2020-03-08 23:36:14;1236797908990791681;"RT @ClimateBen: ""There is no hope of reefs surviving to even mid-century...when they go, they will take with them...1/3 of the world's mari…";0
2020-03-08 23:35:46;1236797788484177921;RT @TVandFilmStars: British spy film, Thunderball 1965, how handsome is Sean Connery as MI6 Agent James Bond, beautiful Claudine Auger as D…;1
2020-03-08 23:32:01;1236796845499781122;@adilray The meat in Domino's pizzas comes from Thailand too!;0
2020-03-08 23:31:16;1236796656789700608;RT @prudent_Aadam: Someone just said rn in ilorin, you have to domino's me before you dó mi. Mo je weak! 🙆.... Iykyk @coldstoneng @dominos…;-1
2020-03-08 23:31:04;1236796608005771265;@TheBubbleBubble From now on it’s going to be a Domino Effect.;0
2020-03-08 23:27:14;1236795641524662272;@baltoria I assume Domino's Newark is still vainly sending my old British number texts every Tuesday and Saturday a… https://t.co/DsMPwhNFz6;1
2020-03-08 23:27:13;1236795638324572163;"RT @ClimateBen: ""There is no hope of reefs surviving to even mid-century...when they go, they will take with them...1/3 of the world's mari…";0
2020-03-08 23:26:57;1236795570288762888;The fun bit about this is that nothing is static - so far, most nations that supply Italy with raw materials are st… https://t.co/fdGwbW6Q2b;1
2020-03-08 23:25:27;1236795192423985154;RT @IAmBeastBoy: @henn_ree34 @haileybreanna02 It's called a fallstreak hole. Usually happens when water temperatures in clouds are below fr…;-1
2020-03-08 23:24:07;1236794860499349505;RT @houseofhenryuk: New notepads are available in A5 and A4 sizes, lined and/or plain paper (you can half and half, a bit like Domino‘s but…;-1
2020-03-08 23:23:33;1236794715493642240;Black box Domino’s pizza is a GO, ngl;-1
2020-03-08 23:22:43;1236794504566489090;His name is Casey Paul Bonhorst: In 84% White Sioux Falls, SD, White Domino's Pizza Deliveryman Murdered by Black M… https://t.co/vtuE7dxwUn;-1
2020-03-08 23:22:06;1236794349511475200;Domino’s pizza sucks;-1
2020-03-08 23:20:13;1236793875345346560;"RT @ClimateBen: ""There is no hope of reefs surviving to even mid-century...when they go, they will take with them...1/3 of the world's mari…";0
2020-03-08 23:19:45;1236793759595212802;RT @hollyj0nes: Domino’s warm cookies 🤤🤤🤤;1
2020-03-08 23:18:21;1236793407592370176;RT @wilgio0216: Dear @Apple, it’s a Domino’s account not nuke codes no one is looking for rewtiq-gitnaG-bikqy3 to be their password for any…;0
2020-03-08 23:18:03;1236793330924539905;"Branding Domino's Pizza
-
#wijayapersadaindonesia #generalcontractor #jasakontraktor #kontraktorrumah… https://t.co/gFTvBePePZ";0
2020-03-08 23:17:49;1236793271675949056;RT @houseofhenryuk: New notepads are available in A5 and A4 sizes, lined and/or plain paper (you can half and half, a bit like Domino‘s but…;-1
2020-03-08 23:16:22;1236792908470259712;Omg my GF just said she's gonna order domino's pizza. I literally live less than 10 miles from Pepes, Modern, Sally's, etc.;1
2020-03-08 23:16:06;1236792839868166144;"RT @ClimateBen: ""There is no hope of reefs surviving to even mid-century...when they go, they will take with them...1/3 of the world's mari…";0
2020-03-08 23:14:49;1236792518429335554;"RT @ClimateBen: ""There is no hope of reefs surviving to even mid-century...when they go, they will take with them...1/3 of the world's mari…";0
2020-03-08 23:14:34;1236792456726949888;@WestOProblems This will bring smiles to most people's faces and thoughts of cheap gas. What most wont realize is,… https://t.co/LcSCoirHhq;1
2020-03-08 23:12:40;1236791977380679680;"RT @ClimateBen: ""There is no hope of reefs surviving to even mid-century...when they go, they will take with them...1/3 of the world's mari…";0
2020-03-08 23:10:44;1236791490652696576;"RT @ClimateBen: ""There is no hope of reefs surviving to even mid-century...when they go, they will take with them...1/3 of the world's mari…";0
2020-03-08 23:09:56;1236791288281870337;@Evane_FA God I'm so glad I stopped working at Domino's highkey;1
2020-03-08 23:08:16;1236790868171984896;"RT @ClimateBen: ""There is no hope of reefs surviving to even mid-century...when they go, they will take with them...1/3 of the world's mari…";0
2020-03-08 23:07:59;1236790798076739584;"RT @ClimateBen: ""There is no hope of reefs surviving to even mid-century...when they go, they will take with them...1/3 of the world's mari…";0
2020-03-08 23:07:51;1236790766896320518;"RT @ClimateBen: ""There is no hope of reefs surviving to even mid-century...when they go, they will take with them...1/3 of the world's mari…";0
2020-03-08 23:07:26;1236790660386230274;"RT @ClimateBen: ""There is no hope of reefs surviving to even mid-century...when they go, they will take with them...1/3 of the world's mari…";0
2020-03-08 23:05:34;1236790189571420162;Like really, really well. Domino's stuffed cheesy bread.;-1
2020-03-08 23:03:58;1236789789027971072;RT @JackTheJobber: GET IN THE CAR LADS I'm so hyped who's on the aux for the ROAD TO WRESTLEMANIA;0
2020-03-08 23:01:56;1236789276823732225;"RT @ClimateBen: ""There is no hope of reefs surviving to even mid-century...when they go, they will take with them...1/3 of the world's mari…";0
