time;id;text;sentiment
2020-03-15 23:50:30;1239338212109225989;"@ubereats_uk @pizzahut 
Could you please explain how a restaurant can accept and confirm an order with no intention… https://t.co/FmHpUojF0P";0
2020-03-15 23:50:12;1239338137056350208;RT @DavisStockwell: @IAmReviewbrah @pizzahut @pizzahutuk @YouTube Review Brah is a lowkey thot;0
2020-03-15 23:50:00;1239338087668420608;RT @IAmReviewbrah: Trying out the newest release from @pizzahut while sporting the latest 2020 high fashion. In all seriousness please be s…;1
2020-03-15 23:47:03;1239337343737356294;@elinathanielsen @IAmReviewbrah @pizzahut @pizzahutuk @YouTube That's great. This video put a smile on my face. Ame… https://t.co/kqywXtndTa;1
2020-03-15 23:46:02;1239337087213731841;I stg that with all this down time I will figure out how to out pizza the Hut. @pizzahut I’M COMING FOR YOU;-1
2020-03-15 23:42:49;1239336279021510656;RT @IAmReviewbrah: Trying out the newest release from @pizzahut while sporting the latest 2020 high fashion. In all seriousness please be s…;1
2020-03-15 23:41:36;1239335973332410373;RT @IAmReviewbrah: Trying out the newest release from @pizzahut while sporting the latest 2020 high fashion. In all seriousness please be s…;1
2020-03-15 23:37:49;1239335020088549377;@craigdf1966 Thanks for reaching out about this, Craig. Do you mind trying to redeem your points through a web browser to see if that works?;1
2020-03-15 23:36:24;1239334663941951489;@Sabuuchi @MartinWellbour1 @IAmReviewbrah @pizzahut @pizzahutuk @YouTube Anything that blocks helps. Even though… https://t.co/GCLZ1Vn0w1;0
2020-03-15 23:35:57;1239334550670639105;"@pizzahut - why can't I use my reward points? I earned them and should be able to use them anytime.
.
. https://t.co/7BzHXGPNoQ";1
2020-03-15 23:34:21;1239334148256477184;@pizzahut please bring back the infamous BigFoot pizza!! #bringbackthebigfootpizza;-1
2020-03-15 23:34:13;1239334115108937731;"@rockinmomtx @pizzahut Oh no! I did buy Reese's Easter egg candies. Still peanut butter hidden by chocolate 😋&lt;&lt;&lt;who… https://t.co/UxhPI5XxUI";-1
2020-03-15 23:33:33;1239333946393067520;#Reviewbrah makes everything better. #coronapocolypse  #pizzahut https://t.co/1qyLBngYs6;1
2020-03-15 23:32:28;1239333673197060096;Lg 3 Topping for $10.99 @pizzahut #deals 😋🥰;0
2020-03-15 23:32:11;1239333602417987585;@DJjazzyskydog This is definitely not the experience we wanted for you. Mind sending us a DM with more details?;1
2020-03-15 23:26:05;1239332066728296449;RT @IAmReviewbrah: Trying out the newest release from @pizzahut while sporting the latest 2020 high fashion. In all seriousness please be s…;1
2020-03-15 23:22:17;1239331114436657153;@pizzahut  be fuckin up. Ordered online delivery and paid with my card. The delivery guy and staff wanted me to pay… https://t.co/2lRsq94gul;0
2020-03-15 23:20:10;1239330579205820416;If you’re crushing on me...confess it now... or social distance...;1
2020-03-15 23:19:51;1239330498536542208;RT @frostedee: he went from kb to my house 👉🏼 have our first ‘date’, (we cant go out bcs of c*rona) 👉🏼 nabil belanja pizzahut 👉🏼 having his…;1
2020-03-15 23:19:25;1239330391976103937;RT @Kym_Possible: @MaryKayHenry @MrMeritology @McDonalds @nytimes Too bad they didn’t merge brands under parent companies to show the corpo…;-1
2020-03-15 23:19:06;1239330310657134592;RT @IAmReviewbrah: Trying out the newest release from @pizzahut while sporting the latest 2020 high fashion. In all seriousness please be s…;1
2020-03-15 23:18:15;1239330098194649092;@pizzahut_th0t Etan99 tried telling me that Cesar gets shot in the head but I’m not gonna believe him😡😡;0
2020-03-15 23:14:42;1239329205525020687;@pizzahut Sure;1
2020-03-15 23:12:48;1239328727831441408;@whaturnot Thank you for bringing this to our attention. Mind sending us a DM with your name, email address, phone… https://t.co/49PpehqP1a;0
2020-03-15 23:12:06;1239328548424310784;@rossamama1 Due to your location, would you mind reaching out to our friends at https://t.co/UI4elIZzoW? Thanks for your understanding.;1
2020-03-15 23:08:22;1239327611198857216;@pizzahut Odd because here in Canada, your company just refused to deliver to us because we are self isolating. Quite awful really;-1
2020-03-15 23:07:03;1239327277726367745;@notdavidm That pizza needs some help, David! Mind sending us a DM with your email address and phone number? https://t.co/PQtSXiQxeo;0
2020-03-15 23:03:09;1239326297538662401;@CrypticEri @pizzahut Eri wtf we all know you can out pizza the hut;-1
2020-03-15 23:02:18;1239326082840637441;@mohamadfakih8 @nejsnave Mohamad! Paolo here. We should have called @ParamountFoods for delivery. @pizzahut refused.;0
2020-03-15 23:01:45;1239325943992397825;@IAmReviewbrah @pizzahut @pizzahutuk @YouTube will you make a double big mac review pls;0
2020-03-15 23:00:57;1239325742825119745;@AndyPD1044 @VaguelyFunnyDan Not @pizzahut who refused to deliver to us because we self isolated.;0
2020-03-15 22:49:29;1239322859476062209;I was kind of wrong,  it was the international cut of Demolition Man that has PizzaHut. Because they felt Taco Bell… https://t.co/1p0rqhUOP8;1
