time	id	text	sentiment
2020-02-26 23:57:31	1232816998150787072	I'm at Domino’s in Porto Alegre, RS https://t.co/SzAZWj3Azf	0
2020-02-26 23:57:24	1232816966739447808	@UlyssesZer0 The pizza box made him hungry, he's on the Domino's app currently	0
2020-02-26 23:56:13	1232816670315630594	RT @Antones: Happy birthday to blues legend Fats Domino, pictured here performing at the original Antone's in July 1977. Photo by Ken Hoge.…	1
2020-02-26 23:55:06	1232816387523010560	"RT @DominoRobertson: Domino's is hiring ! 🍕 
Flex hours ,room for advancement and pizza discounts!
Simply TEXT ''Marie'' to 97211
OR apply…"	0
2020-02-26 23:53:56	1232816097772081153	RT @rosiemarie10395: Fats Domino #BOTD  My Blue Heaven dir. Herbert Ross, written by Nora Ephron. Released a few weeks before Goodfellas, i…	-1
2020-02-26 23:52:35	1232815754174750720	"RT @NotNikyatu: I hear ""money isn't everything""--but until empathy becomes currency yes, yes money is everything.

The domino effect on one…"	0
2020-02-26 23:50:50	1232815314846416901	"RT @certifiedGerald: Hi! I'm Geráld Diola, a freelance voiceover talent, and I'm opening commissions for VO work and narration! 🎙️

DM me i…"	0
2020-02-26 23:50:42	1232815282348937217	So I get the Domino’s chick on the phone. Tell her I want it hot and fast.... and if there’s any pineapple on it I’… https://t.co/jlO7SXfriZ	1
2020-02-26 23:49:56	1232815089796993026	#IWantALittleCaesarsBoxSeat #Contest LittleCaesars&gt;Domino’s&gt;PapaJohn’s&gt;PizzaHut&gt;💩&gt;Sarpinos.	0
2020-02-26 23:46:56	1232814335967125505	"When I was a young youth, maybe about 9 years old, I begged Moms to let me order a pizza from Domino’s. 

I knew sh… https://t.co/T9CqNaCfcX"	1
2020-02-26 23:44:01	1232813601188175873	@kyotowaifu It's one of lifes great struggles, we had free Domino's at work back at Christmas time and oh boy I snu… https://t.co/lzVTx4SRuy	1
2020-02-26 23:42:09	1232813131740721154	RT @EPaulsenWWL: Today would have been my old friend, the late great Fats Domino’s 92nd birthday.  His legacy and music will live forever.…	1
2020-02-26 23:41:46	1232813031970738178	@angelgirl1077 Domino's pizza on stormy weather, did it, would do it again	0
2020-02-26 23:40:38	1232812746758115330	@dominos nothing like arriving at your local domino’s for a carry out after the app tells you the order is ready on… https://t.co/8nw2AyG2nn	1
