2020-02-26 22:53:22,1232800855042220032,"RT @OrlandoHockey: Our latest @pizzahut Transactions Report includes the following roster moves:

F J.M. Piotrowski signed from @BullsBirmi…"
2020-02-26 22:52:35,1232800658530750465,"RT @Kevin_Torres_15: I did this for the memes, but I ended up loving it.

Kevv Dorian, a little bit horny for ""picsas"".
And Yvonne... she i…"
2020-02-26 22:48:21,1232799589918560256,@Lindsanity50 @pepsi @pizzahut Pepsi sucks. Always has. Always will.
2020-02-26 22:48:21,1232799589591158784,@pizzahut That’s why no one out pizzas the hut
2020-02-26 22:46:53,1232799222971408391,can’t say I didn’t try 😭 https://t.co/3RXtju1SFz
2020-02-26 22:43:22,1232798338027675648,@prnicessalex You can browse our current offers by visiting https://t.co/3WPXDuG7cY. 😉
2020-02-26 22:42:23,1232798090551152641,@AvsFan20 @pizzahut Did you accidentally add pineapple?
2020-02-26 22:42:21,1232798079679594496,"@irismelissa75 @pepsi @pizzahut The crust is too bready. Spongy. Not here for it. Also, the sauce is too sweet. I’d… https://t.co/2S2Xj2TkNs"
2020-02-26 22:42:13,1232798049065480192,"@pizzahut ordered pizza today from your establishment , i specified hot sauce , but as you can see i did not get an… https://t.co/3r1UvHbsSb"
2020-02-26 22:40:42,1232797665840242688,"RT @RyanBethencourt: Wow, this would be a tectonic shift in the food landscape!

""@pizzahut has revealed that it would like to replace all…"
2020-02-26 22:38:30,1232797113517576192,@pizzahut gone head and slide me a deal so I can get some tonight 😅🤣
2020-02-26 22:36:22,1232796573865668608,@yoboiferfer You're still lucky in our eyes. ❤️️
2020-02-26 22:35:03,1232796242176069637,"RT @ORLPride: When the Pride earn points this season, you'll earn half off @pizzahut large pizzas! https://t.co/Gjhfpl75UP"
2020-02-26 22:34:54,1232796207690473473,"A #HotTake:

@SUBWAY is just a shop selling yet another form of tacos and burritos.

@dominos/@pizzahut et al are j… https://t.co/fHFWIqtYzd"
2020-02-26 22:33:54,1232795953071083520,@campbellitstrue @ them! That is obscene. Outrageous. @pizzahut
2020-02-26 22:29:43,1232794903203270657,I thought I was lucky when @pizzahut replied to me but than I noticed that they reply to every one
2020-02-26 22:29:42,1232794899063414785,@OrlandoCitySC @pizzahut @ORLPride My girl @Ashlyn_Harris gonna come thru for me yet again this year!!
2020-02-26 22:29:17,1232794792142217222,@starrlita8 @Babylovemomma @pepsi @pizzahut They won’t. Prepare for Hurricane Lindsey.
2020-02-26 22:29:05,1232794741068177410,"@MichelCombes @sprint Restaurant offers (like to @panera and to @pizzahut); @fandango now movie rentals, and credit… https://t.co/NM0PcqjJsJ"
2020-02-26 22:28:36,1232794620360155138,@pizzahut @OrlandoCitySC Bring 50% of the entire order like @PapaJohns did not just a large damn pizza!
2020-02-26 22:27:09,1232794256194052096,"@Lindsanity50 @Babylovemomma @pepsi @pizzahut Good luck, hope they have it even at one stand. 🤷🏼‍♀️"
2020-02-26 22:26:00,1232793968603168768,@Babylovemomma @starrlita8 @pepsi @pizzahut I stand by my earlier statement that the only way I don’t riot is if th… https://t.co/gbmZsWCeP3
2020-02-26 22:25:40,1232793884306046976,"RT @OrlandoCitySC: .@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online order…"
2020-02-26 22:25:22,1232793808137359361,@tia_marie96 Thanks for bringing this to our attention. Please reach out to the Hut Rewards Hotline at 1-844-244-25… https://t.co/A2E3qqCYWw
2020-02-26 22:24:56,1232793697013706757,@starrlita8 @Lindsanity50 @pepsi @pizzahut I prefer Pepsi too but I’m wayyyy more stoked for Mt. Dew! https://t.co/OeV0ecvHzM
2020-02-26 22:23:05,1232793234448973824,@Lindsanity50 @pepsi @pizzahut 🙋🏼‍♀️ i prefer @pepsi 🤷🏼‍♀️😍
2020-02-26 22:20:51,1232792672387108865,@pizzahut what happened to all my points. I thought I had till the end of February. https://t.co/cqajjlJaRx
2020-02-26 22:19:43,1232792385962168320,"@MoTheGod Not pizzahut's, it overpowers everything else"
2020-02-26 22:19:25,1232792308459896832,@pizzahut Oh how right you are :D
2020-02-26 22:18:49,1232792156923928577,RT @PlantBasedNews: The chain has ambitious plans to become #carbonneutral by 2030. 👏🌎🍕#vegan #ClimateCrisis @pizzahut https://t.co/g2Hs6oS…
2020-02-26 22:15:48,1232791400258899969,"RT @TheMrDoku: Hey @pizzahut !

Can we chat?! I have a lot of hungry Gamers over at Yami Esports (@YamiEsports ) 

We are some huge fans 🤘🏼😈"
2020-02-26 22:13:11,1232790741384146944,@pizzahut Tsockwell33@gmail.com
2020-02-26 22:11:27,1232790306426359810,@Lindsanity50 @pepsi @pizzahut I hate pepsi I prefer coke. But I also love Pizza Hut.
2020-02-26 22:11:06,1232790217448394754,"RT @OrlandoHockey: Our latest @pizzahut Transactions Report includes the following roster moves:

F J.M. Piotrowski signed from @BullsBirmi…"
2020-02-26 22:10:53,1232790163606163456,#OCTwitter I know it’s fun to jump on the bandwagon of trashing the new sponsors but does ANYONE actually prefer… https://t.co/qSCqHtz4IW
2020-02-26 22:10:28,1232790057150550017,@pizzahut wiiiiiiiiiiiiiiiiiiiiiiiiings
2020-02-26 22:10:10,1232789981103640580,@pizzahut wiiiiiiiings
2020-02-26 22:10:03,1232789952880087040,@pizzahut wiiiiiiiiiiiiiiiiiings
2020-02-26 22:09:49,1232789894319263745,@pizzahut wiiiiiiiiiiiiiiiiiiings
2020-02-26 22:09:44,1232789871258984454,"RT @OrlandoHockey: Our latest @pizzahut Transactions Report includes the following roster moves:

F J.M. Piotrowski signed from @BullsBirmi…"
2020-02-26 22:09:41,1232789861842681862,@pizzahut wiiings
2020-02-26 22:09:38,1232789848450326533,"Our latest @pizzahut Transactions Report includes the following roster moves:

F J.M. Piotrowski signed from… https://t.co/xVZeHaIbDJ"
2020-02-26 22:09:35,1232789834856632320,@pizzahut wiiiiiiiiiiiiings
2020-02-26 22:09:28,1232789805236457472,@pizzahut wiiiiiings
2020-02-26 22:09:02,1232789694812848128,"I ordered a pepperoni pizza from Pizzahut without sauce, and it has sauce... Thankfully it had a stuffed crust"
2020-02-26 22:06:12,1232788984260067329,"RT @OrlandoCitySC: .@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online order…"
2020-02-26 22:04:16,1232788497527906304,@pizzahut That does sound good
2020-02-26 22:03:10,1232788219797917696,"RT @OrlandoCitySC: .@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online order…"
2020-02-26 22:00:54,1232787651738161154,"RT @ORLPride: When the Pride earn points this season, you'll earn half off @pizzahut large pizzas! https://t.co/Gjhfpl75UP"
2020-02-26 21:59:47,1232787368693788672,@Dixon6o *Pizza Hut for dinner.
2020-02-26 21:59:21,1232787260355096577,@pizzahut Looks like I’m gonna drive a @Ford
2020-02-26 21:59:14,1232787230550216705,@Odd_5HINee Hi there! That option is on the next page where you input payment information.
2020-02-26 21:58:31,1232787051642261506,"RT @ORLPride: When the Pride earn points this season, you'll earn half off @pizzahut large pizzas! https://t.co/Gjhfpl75UP"
2020-02-26 21:58:26,1232787030922403841,@pizzahut For for for
2020-02-26 21:56:34,1232786558329217025,"RT @ORLPride: When the Pride earn points this season, you'll earn half off @pizzahut large pizzas! https://t.co/Gjhfpl75UP"
2020-02-26 21:56:05,1232786435972923392,@KiannyKia @pizzahut But not for half off just large pizza’s. I mean I love pizza but I also love me some wings
2020-02-26 21:55:27,1232786277537394690,bruh my dog needs to chill he’s constantly on xgames mode
2020-02-26 21:55:14,1232786223065776128,RT @PlantBasedNews: The chain has ambitious plans to become #carbonneutral by 2030. 👏🌎🍕#vegan #ClimateCrisis @pizzahut https://t.co/g2Hs6oS…
2020-02-26 21:55:05,1232786185975668736,@ThePurpleHulk62 @pizzahut They got wings
2020-02-26 21:54:38,1232786073060810753,@pizzahut @KiannyKia But what about us wing lovers??
2020-02-26 21:52:43,1232785592041267203,"@PlantBasedNews @pizzahut Would be a customer for life if they went to vegan cheese and got rid of ""meat lovers"" option!!"
2020-02-26 21:51:54,1232785385299664896,RT @pizzahut: How’s your future looking? https://t.co/b8d86lNxA2
2020-02-26 21:51:26,1232785268496896000,"RT @OrlandoCitySC: .@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online order…"
2020-02-26 21:50:02,1232784916393480193,"RT @OrlandoCitySC: .@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online order…"
2020-02-26 21:48:07,1232784431657705472,@TheMrDoku @UncutRobin @pizzahut @YamiEsports This would be a dream
2020-02-26 21:45:25,1232783753665241094,"RT @TheMrDoku: Hey @pizzahut !

Can we chat?! I have a lot of hungry Gamers over at Yami Esports (@YamiEsports ) 

We are some huge fans 🤘🏼😈"
2020-02-26 21:44:10,1232783439583219713,"@ORLPride @pizzahut I hope it will work in St. Pete, papa John's did."
2020-02-26 21:43:29,1232783266421202944,@xStarCrunchh Big mood.
2020-02-26 21:38:57,1232782126141054979,RT @pizzahut: How’s your future looking? https://t.co/b8d86lNxA2
2020-02-26 21:37:43,1232781817620484096,"RT @ORLPride: When the Pride earn points this season, you'll earn half off @pizzahut large pizzas! https://t.co/Gjhfpl75UP"
2020-02-26 21:35:15,1232781193797656579,"RT @TheMrDoku: Hey @pizzahut !

Can we chat?! I have a lot of hungry Gamers over at Yami Esports (@YamiEsports ) 

We are some huge fans 🤘🏼😈"
2020-02-26 21:34:52,1232781098322665474,"RT @OrlandoCitySC: .@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online order…"
2020-02-26 21:34:20,1232780965363232768,"RT @ORLPride: When the Pride earn points this season, you'll earn half off @pizzahut large pizzas! https://t.co/Gjhfpl75UP"
2020-02-26 21:34:15,1232780942005166080,"RT @TheMrDoku: Hey @pizzahut !

Can we chat?! I have a lot of hungry Gamers over at Yami Esports (@YamiEsports ) 

We are some huge fans 🤘🏼😈"
2020-02-26 21:33:56,1232780864351883264,Soooo you can’t choose the tip anymore ?? @pizzahut https://t.co/AitKXAtrXu
2020-02-26 21:33:06,1232780652036214785,@pizzahut bruh can shaggy at full power even out pizza the hut??
2020-02-26 21:31:37,1232780280467009536,Glad to see @pizzahut thinking ahead! #plantbased #vegan https://t.co/VGSrVVfnfb
2020-02-26 21:31:20,1232780207993606148,@TheMrDoku @pizzahut @YamiEsports IM HUNGRYYY GIVE FEED ME PIZZA PLS
2020-02-26 21:31:10,1232780169141792769,"RT @TheMrDoku: Hey @pizzahut !

Can we chat?! I have a lot of hungry Gamers over at Yami Esports (@YamiEsports ) 

We are some huge fans 🤘🏼😈"
2020-02-26 21:31:05,1232780146777690120,"RT @TheMrDoku: Hey @pizzahut !

Can we chat?! I have a lot of hungry Gamers over at Yami Esports (@YamiEsports ) 

We are some huge fans 🤘🏼😈"
2020-02-26 21:29:09,1232779658120323073,@ORLPride @pizzahut Seems like I’ll be eating a lot of pizza 🤤🤤🤤
2020-02-26 21:28:31,1232779500246773760,@PlantBasedNews @pizzahut Nice 👍
2020-02-26 21:26:40,1232779034049884160,@TheMrDoku @pizzahut @YamiEsports I’m starving 😋🍕
2020-02-26 21:24:37,1232778517256949761,"RT @TheMrDoku: Hey @pizzahut !

Can we chat?! I have a lot of hungry Gamers over at Yami Esports (@YamiEsports ) 

We are some huge fans 🤘🏼😈"
2020-02-26 21:24:04,1232778380338237443,@brownsmets @pizzahut @tacobell @TalkoBell @dasracist Listen to @dasracist and you'll know!
2020-02-26 21:23:46,1232778304928854017,"RT @TheMrDoku: Hey @pizzahut !

Can we chat?! I have a lot of hungry Gamers over at Yami Esports (@YamiEsports ) 

We are some huge fans 🤘🏼😈"
2020-02-26 21:23:05,1232778133973147649,@pizzahut Can I get a follow back? (I will delete this in an hour bc I’m asking a pizza place for a follow)
2020-02-26 21:22:36,1232778010157297665,"RT @OrlandoCitySC: .@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online order…"
2020-02-26 21:22:19,1232777941601443840,"Hey @pizzahut !

Can we chat?! I have a lot of hungry Gamers over at Yami Esports (@YamiEsports ) 

We are some huge fans 🤘🏼😈"
2020-02-26 21:22:12,1232777910072811521,@pizzahut Please add shrimp as a topping 🤤
2020-02-26 21:22:12,1232777908768378881,"@OrlandoCitySC @pizzahut @ORLPride Ugh, Pizza Hut. Just do Hungry Howies already."
2020-02-26 21:21:47,1232777805118803968,"RT @OrlandoCitySC: .@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online order…"
2020-02-26 21:21:31,1232777740585259010,"RT @ORLPride: When the Pride earn points this season, you'll earn half off @pizzahut large pizzas! https://t.co/Gjhfpl75UP"
2020-02-26 21:19:31,1232777235234533383,"RT @ORLPride: When the Pride earn points this season, you'll earn half off @pizzahut large pizzas! https://t.co/Gjhfpl75UP"
2020-02-26 21:19:08,1232777139797102593,@campbellitstrue @pizzahut Out the stealing from good peeps?!?!
2020-02-26 21:16:49,1232776557472563200,@RadioactivClown Nothing wrong with a cheat day. 😏
2020-02-26 21:15:43,1232776281080705024,@OrlandoCitySC @pizzahut @ORLPride @RJANSSON24 is here for it https://t.co/XqqTNkFFy8
2020-02-26 21:12:04,1232775360749723649,"RT @OrlandoCitySC: .@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online order…"
2020-02-26 21:11:56,1232775326708719617,"RT @OrlandoCitySC: .@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online order…"
2020-02-26 21:11:31,1232775221700157441,@ORLPride @pizzahut 🤤🤤🤤 yummy!
2020-02-26 21:09:55,1232774820548534272,"RT @OrlandoCitySC: .@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online order…"
2020-02-26 21:06:09,1232773871767576578,"RT @ORLPride: When the Pride earn points this season, you'll earn half off @pizzahut large pizzas! https://t.co/Gjhfpl75UP"
2020-02-26 21:06:07,1232773862280089604,RT @pizzahut: How’s your future looking? https://t.co/b8d86lNxA2
2020-02-26 21:04:21,1232773420414382080,"RT @OrlandoCitySC: .@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online order…"
2020-02-26 21:04:17,1232773402215288836,"RT @ORLPride: When the Pride earn points this season, you'll earn half off @pizzahut large pizzas! https://t.co/Gjhfpl75UP"
2020-02-26 21:03:46,1232773273143926785,@OrlandoCitySC @pizzahut @ORLPride Wish it was off the entire order but I'll take off of large pizza.
2020-02-26 21:03:12,1232773129870696449,"RT @OrlandoCitySC: .@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online order…"
2020-02-26 21:02:51,1232773040074825728,"#WingWednesday #pizzahut. 
Thank you."
2020-02-26 21:02:45,1232773014535704579,"RT @ORLPride: When the Pride earn points this season, you'll earn half off @pizzahut large pizzas! https://t.co/Gjhfpl75UP"
2020-02-26 21:02:08,1232772860546109440,@OrlandoCitySC @pizzahut @ORLPride Much better!
2020-02-26 21:01:16,1232772644455485440,"RT @OrlandoCitySC: .@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online order…"
2020-02-26 21:01:11,1232772622003376128,"RT @ORLPride: When the Pride earn points this season, you'll earn half off @pizzahut large pizzas! https://t.co/Gjhfpl75UP"
2020-02-26 21:01:03,1232772588117659649,"RT @OrlandoCitySC: .@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online order…"
2020-02-26 21:00:41,1232772493875781634,@ORLPride @pizzahut Ooohhhh no more papa...... 😫😫😫😫
2020-02-26 21:00:01,1232772327122685952,"When the Pride earn points this season, you'll earn half off @pizzahut large pizzas! https://t.co/Gjhfpl75UP"
2020-02-26 21:00:01,1232772326590230529,".@pizzahut is serving up 50% off large pizzas when City and @ORLPride win or draw this season.

Must be an online o… https://t.co/RWLssxWhSc"
2020-02-26 20:57:20,1232771651894312960,@pizzahut @Ford Their cars to stop breaking down so fast
2020-02-26 20:55:06,1232771089333411841,RT @pizzahut: We don't know who needs to hear this...but no one else has the range. https://t.co/4jZ9F1OMHf
2020-02-26 20:54:20,1232770899381755906,@aylawilliams This isn't what we expect to hear! Can you please fill in the below form with some details and our te… https://t.co/2vsr267Lct
2020-02-26 20:51:11,1232770105320386561,"@littlecaesars Incredibly unfortunate, I’m sure @pizzahut wouldn’t do us like that."
2020-02-26 20:50:46,1232769998583717888,Who gave @pizzahut the right to taste so good 😪
2020-02-26 20:49:49,1232769759747416065,@Corvus_404 @pizzahut The Spartan Pay deductions clearly hit hard.
2020-02-26 20:49:06,1232769581153841157,@helpme_Rhonda_ Thanks for letting us know!
2020-02-26 20:46:02,1232768807984410624,@pizzahut Guess I’m getting a Ford
2020-02-26 20:42:59,1232768041479475200,@pizzahut Doing it now!
2020-02-26 20:42:23,1232767889121431555,@Karenfc50823759 @old_pizzahut Meri loved Kody. The divorce and how she's been treated since then has been horrible… https://t.co/QcxthgnE7f
2020-02-26 20:40:59,1232767540289507328,@malisalee67 @old_pizzahut She's still spiritually married to Kody.
2020-02-26 20:40:43,1232767472232738818,@pizzahut For for for
2020-02-26 20:40:41,1232767460786556929,"Yes, why we stopped ordering from @pizzahut https://t.co/ukmCkIdRgJ"
2020-02-26 20:37:38,1232766693811871745,"@Venturemommy200 @pizzahut Hello, Thank you for reaching out to us. We are very sorry to hear about this. Can you p… https://t.co/tf6thF4LJf"
2020-02-26 20:36:53,1232766506427125762,Totally forgot to call pizzahut in advance to order my pizza 😅😅
2020-02-26 20:35:09,1232766070907236352,@ChylerM Thanks for bringing this to our attention. We'd like to look into this for you. Please share this with our… https://t.co/u25rBAJc9M
2020-02-26 20:34:28,1232765898747936769,"RT @Ford: @pizzahut All we see is a LOT of pizza, and a LOT of Ford. No complaints over here."
2020-02-26 20:33:22,1232765619541565442,@pizzahut It was like I was a dying peasant during the bubonic plague and I was spit on by a passing millionare. Thank you mr The Hut
2020-02-26 20:30:44,1232764958523494405,"@claudia_crovato Domino's, pizzahut 😫😫 that shit hurts"
2020-02-26 20:29:52,1232764741518610432,Took this while eating today . The passion is slowly reviving . The eye and drive along with it . This is only the… https://t.co/sqEyGbACWg
2020-02-26 20:28:12,1232764321651941376,Why did I just come into @pizzahut and they don’t have baby changing tables ?? Why would you have a family place th… https://t.co/IHBQtDdHDL
2020-02-26 20:23:19,1232763093215797249,"@PizzaPizzaLtd  Ordered a pizza at 1:20pm this afternoon, STILL no pizza at 3:20pm. Called CS and they said will re… https://t.co/skSjemwheh"
2020-02-26 20:23:07,1232763044058386433,@helpme_Rhonda_ We'd like to look into this. Mind sharing this information with us at https://t.co/vdJVKdXIgt?
2020-02-26 20:19:09,1232762043826089984,"There's one @pizzahut 8 minutes from me and one 15 minutes from me yet for some reason, neither one of them deliver to my house 🤦🏽‍♀️"
2020-02-26 20:18:15,1232761818310987776,"@Meshy_P I'm sorry if you have had a bad experience with us, we aim to deliver in 30 minutes when possible but some… https://t.co/sgg80NDyr2"
2020-02-26 20:16:38,1232761411731939328,#IWantALittleCaesarsBoxSeat I've never been compelled to eat at Little Caesars nor Domino's as well. Pizza Hut Fore… https://t.co/nF7Laz0JVL
2020-02-26 20:14:43,1232760929563160579,The PizzaHut manager at the Machesney park Illinois location the state took away his teaching credentials so PizzaH… https://t.co/YJGFQxKqKe
2020-02-26 20:12:58,1232760488217333760,"@CharBecca1 Due to your location, would you mind reaching out to our friends @PizzaHutUK? Thanks for your understanding."
2020-02-26 20:10:39,1232759904903016449,@pizzahut we ordered a delivery at 6:55pm and the app said it would be 35 minutes. A hour and 15 minutes later we s… https://t.co/lHg8NQBk0V
2020-02-26 20:05:08,1232758514491195392,tastes like robin's egg blue  @pizzahut peachpuff anthrax is #Russia
2020-02-26 19:56:38,1232756375178051585,@pizzahut @pizzahutdeliver ok Pizza Hut can you please stop fucking up we ordered a farmhouse. You fucked up. Again… https://t.co/1NYdWNnANR
2020-02-26 19:56:03,1232756231082737666,"@pizzahut aford?

:D"
2020-02-26 19:53:26,1232755573252333568,"It's getting Mostly Cloudy and look ↑ in the sky! now ffel that 48F temp. Keep your phones dry, call me if you need… https://t.co/73tKXjwAei"
2020-02-26 19:52:06,1232755236609110018,@pizzahut @Ford should take notes
2020-02-26 19:51:53,1232755182414499842,need u inside me @pizzahut
2020-02-26 19:51:43,1232755140022562816,@ChristyC_write Keep going.
2020-02-26 19:51:33,1232755096204840961,"@pizzahut A Red Ford Mustang
With the interior Red, Yellow and a dark green 
With a pizza oven in the trunk"
2020-02-26 19:50:56,1232754944761045004,"RT @staceycowen: @campbellitstrue Umm, @pizzahut what’s going on here?"
2020-02-26 19:48:52,1232754421739724801,RT @pizzahut: How’s your future looking? https://t.co/b8d86lNxA2
2020-02-26 19:48:04,1232754222627803138,@pizzahut Wiiiings
2020-02-26 19:47:51,1232754165262188544,"RT @RyanBethencourt: Wow, this would be a tectonic shift in the food landscape!

""@pizzahut has revealed that it would like to replace all…"
2020-02-26 19:47:49,1232754159813844998,@pizzahut Wings
2020-02-26 19:47:20,1232754037390561280,@pizzahut wings
2020-02-26 19:43:52,1232753163729432576,"Wow, this would be a tectonic shift in the food landscape!

""@pizzahut has revealed that it would like to replace a… https://t.co/OjnhDIrgCU"
2020-02-26 19:43:18,1232753023497072640,@minman_official We'd like to look into this. Mind sharing this information with us at https://t.co/vdJVKdXIgt?
2020-02-26 19:42:41,1232752864633610240,@MasterMoltar Tell us more. 🤔
2020-02-26 19:40:40,1232752357106225154,RT @tweed_sharon: The PizzaHut manager at the Machesney park Illinois location the state took away his teaching credentials so PizzaHut sai…
2020-02-26 19:40:39,1232752354514161666,Great news! @pizzahut 👍 https://t.co/SWcuRd2uCK
2020-02-26 19:38:27,1232751801796972544,"RT @ShoaibSorkar: Need subscriber: https://t.co/gWR9w9CwMG

Web site: https://t.co/MakYi1MvdV

#flayerdesign
#tutorial 
#pizzahut 
#pizzafl…"
2020-02-26 19:38:22,1232751778396950528,"RT @CoCory_Ball: Pizza Hut BIG DINNER BOX With BLOVES MILD SMACKALICIOUS SAUCE Review MUK... https://t.co/9AfsmW2fes 
via @YouTube

#bloves…"
2020-02-26 19:38:05,1232751708540952576,"I feel personally attacked right now because there isn't a @pizzahut that will deliver to my house. For this, I thi… https://t.co/3Fsakke1Vs"
2020-02-26 19:37:28,1232751553326592000,@Ford @pizzahut A @Ford Mustang @pizzahut  edition would solve the problem
